id,license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown
642,http://creativecommons.org/licenses/by/4.0/.,"Open Access  This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
643,http://creativecommons.org/licenses/by/4.0/.,"Open Access  This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
644,http://creativecommons.org/licenses/by/4.0/.,"Open Access  This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons license, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons license and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this license, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
645,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
646,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/  The Creative Commons Public Domain Dedication waiver ( http://creativecommons.org/publicdomain/zero/1.0/ uri https://creativecommons.org/publicdomain/zero/1.0/ ) applies to the data made available in this article, unless otherwise stated in a credit line to the data.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
647,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
648,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
649,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit
 http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
650,http://creativecommons.org/licenses/by/4.0/.,"Open Access This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
651,http://creativecommons.org/licenses/by/4.0/.,"This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article's Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
652,http://creativecommons.org/licenses/by/4.0/.,"This article is licensed under a Creative Commons Attribution 4.0 International License, which permits use, sharing, adaptation, distribution and reproduction in any medium or format, as long as you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons licence, and indicate if changes were made. The images or other third party material in this article are included in the article’s Creative Commons licence, unless indicated otherwise in a credit line to the material. If material is not included in the article’s Creative Commons licence and your intended use is not permitted by statutory regulation or exceeds the permitted use, you will need to obtain permission directly from the copyright holder. To view a copy of this licence, visit  http://creativecommons.org/licenses/by/4.0/. uri https://creativecommons.org/licenses/by/4.0/",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
653,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
654,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
655,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
656,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
657,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International LizenzverÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
658,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenzveröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
659,http://creativecommons.org/licenses/by/4.0/deed.de,"Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
660,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz ( http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de ) verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
661,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz ( http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de ) veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
662,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
663,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
664,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
665,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieses Kapitel wird unter der Creative Commons Namensnennung 4.0 International Lizenz ( http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de ) verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
666,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access  Dieses Kapitel wird unter der Creative Commons Namensnennung 4.0 International Lizenz ( http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de ) veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
667,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access 
Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
668,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access 
Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
669,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access : Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist fÃ¼r die oben aufgefÃ¼hrten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
670,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access : Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
671,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access : Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz veröffentlicht, welche die Nutzung, Vervielfältigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprünglichen Autor(en) und die Quelle ordnungsgemäß nennen, einen Link zur Creative Commons Lizenz beifügen und angeben, ob Änderungen vorgenommen wurden. Die in diesem Artikel enthaltenen Bilder und sonstiges Drittmaterial unterliegen ebenfalls der genannten Creative Commons Lizenz, sofern sich aus der Abbildungslegende nichts anderes ergibt. Sofern das betreffende Material nicht unter der genannten Creative Commons Lizenz steht und die betreffende Handlung nicht nach gesetzlichen Vorschriften erlaubt ist, ist für die oben aufgeführten Weiterverwendungen des Materials die Einwilligung des jeweiligen Rechteinhabers einzuholen. Weitere Details zur Lizenz entnehmen Sie bitte der Lizenzinformation auf  http://creativecommons.org/licenses/by/4.0/deed.de uri https://creativecommons.org/licenses/by/4.0/ .",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
672,http://creativecommons.org/licenses/by/4.0/deed.de,"Open Access.  Dieser Artikel wird unter der Creative Commons Namensnennung 4.0 International Lizenz ( http://creativecommons.org/licenses/by/4.0/deed.de uri http://creativecommons.org/licenses/by/4.0/deed.de ) verÃ¶ffentlicht, welche die Nutzung, VervielfÃ¤ltigung, Bearbeitung, Verbreitung und Wiedergabe in jeglichem Medium und Format erlaubt, sofern Sie den/die ursprÃ¼nglichen Autor(en) und die Quelle ordnungsgemÃ¤ÃŸ nennen, einen Link zur Creative Commons Lizenz beifÃ¼gen und angeben, ob Ã„nderungen vorgenommen wurden.",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
