pmcid,pmid
PMC7123851,0
PMC7123850,0
PMC7123849,0
PMC7123846,0
PMC7123843,17037606
PMC7123839,0
PMC7123835,0
PMC7123833,19799108
PMC7123831,0
PMC7123830,0
PMC7123824,0
PMC7123822,0
PMC7123819,17037599
PMC7123818,0
PMC7123815,0
PMC7123811,0
PMC7123805,0
PMC7123801,31883094
PMC7123798,0
PMC7123797,0
PMC7123790,0
PMC7123784,0
PMC7123782,0
PMC7123779,0
PMC7123775,0
PMC7123767,0
PMC7123763,0
PMC7123762,0
PMC7123761,0
PMC7123757,17037603
PMC7123756,22903675
PMC7123754,0
PMC7123750,0
PMC7123748,0
PMC7123740,0
PMC7123739,0
PMC7123738,0
PMC7123736,0
PMC7123733,17037544
PMC7123729,0
PMC7123727,0
PMC7123724,0
PMC7123722,17037535
PMC7123720,0
PMC7123718,0
PMC7123717,0
PMC7123715,0
PMC7123710,0
PMC7123709,17037529
PMC7123707,0
PMC7123706,0
PMC7123705,0
PMC7123703,25720486
PMC7123701,0
PMC7123700,0
PMC7123699,0
PMC7123698,0
PMC7123697,0
PMC7123696,0
PMC7123693,0
PMC7123686,0
PMC7123678,0
PMC7123676,17037558
PMC7123674,0
PMC7123671,0
PMC7123665,31883097
PMC7123661,25319776
PMC7123660,0
PMC7123658,17037541
PMC7123657,27076287
PMC7123648,0
PMC7123639,22125035
PMC7123638,0
PMC7123637,0
PMC7123635,0
PMC7123629,0
PMC7123628,0
PMC7123626,17037522
PMC7123624,0
PMC7123620,0
PMC7123619,0
PMC7123618,0
PMC7123617,0
PMC7123612,0
PMC7123610,0
PMC7123607,21660666
PMC7123606,0
PMC7123605,0
PMC7123603,0
PMC7123600,0
PMC7123598,17037568
PMC7123597,0
PMC7123595,0
PMC7123590,0
PMC7123589,0
PMC7123586,0
PMC7123585,17037512
PMC7123579,0
PMC7123577,0
PMC7123576,17037560
PMC7123574,0
PMC7123572,0
PMC7123569,0
PMC7123567,0
PMC7123560,0
PMC7123559,0
PMC7123558,0
PMC7123557,0
PMC7123555,0
PMC7123554,0
PMC7123553,0
PMC7123552,0
PMC7123548,17037576
PMC7123546,0
PMC7123542,0
PMC7123540,0
PMC7123533,17037589
PMC7123530,0
PMC7123529,0
PMC7123519,0
PMC7123513,0
PMC7123507,16107065
PMC7123506,0
PMC7123499,0
PMC7123496,0
PMC7123494,0
PMC7123490,0
PMC7123485,0
PMC7123481,17037525
PMC7123480,0
PMC7123474,0
PMC7123471,0
PMC7123470,17037602
PMC7123469,0
PMC7123467,0
PMC7123461,17037545
PMC7123455,0
PMC7123446,0
PMC7123445,0
PMC7123443,0
PMC7123442,24906306
PMC7123441,0
PMC7123429,0
PMC7123426,0
PMC7123421,17037587
PMC7123419,0
PMC7123417,0
PMC7123416,30536170
PMC7123415,0
PMC7123413,0
PMC7123409,0
PMC7123406,23654068
PMC7123404,0
PMC7123400,0
PMC7123397,0
PMC7123393,0
PMC7123387,0
PMC7123385,0
PMC7123382,0
PMC7123380,0
PMC7123378,0
PMC7123377,16107062
PMC7123373,0
PMC7123371,0
PMC7123369,0
PMC7123367,17037499
PMC7123366,0
PMC7123362,0
PMC7123361,0
PMC7123357,0
PMC7123350,0
PMC7123349,17037552
PMC7123347,0
PMC7123329,0
PMC7123328,0
PMC7123326,0
PMC7123321,25720481
PMC7123320,0
PMC7123318,0
PMC7123311,0
PMC7123310,0
PMC7123308,0
PMC7123302,0
PMC7123300,0
PMC7123299,0
PMC7123298,17037572
PMC7123297,0
PMC7123295,0
PMC7123286,0
PMC7123285,17037567
PMC7123283,0
PMC7123279,0
PMC7123278,0
PMC7123275,0
PMC7123274,0
PMC7123271,31559569
PMC7123268,0
PMC7123261,17037504
PMC7123260,19280848
PMC7123257,0
PMC7123252,17037580
PMC7123251,0
PMC7123249,0
PMC7123248,0
PMC7123246,0
PMC7123244,22411230
PMC7123243,0
PMC7123238,0
PMC7123232,0
PMC7123229,0
PMC7123227,0
PMC7123226,0
PMC7123222,0
PMC7123220,0
PMC7123215,17037550
PMC7123214,0
PMC7123212,0
PMC7123211,0
PMC7123209,0
PMC7123205,0
PMC7123203,0
PMC7123202,0
PMC7123194,0
PMC7123189,17037527
PMC7123186,0
PMC7123183,0
PMC7123179,0
PMC7123173,0
PMC7123170,0
PMC7123161,0
PMC7123154,0
PMC7123153,0
PMC7123151,22125037
PMC7123150,0
PMC7123146,0
PMC7123145,17037520
PMC7123142,0
PMC7123140,0
PMC7123137,0
PMC7123135,0
PMC7123132,19065798
PMC7123123,0
PMC7123121,0
PMC7123115,0
PMC7123111,0
PMC7123109,0
PMC7123106,0
PMC7123102,19400136
PMC7123100,0
PMC7123098,32288300
PMC7123097,0
PMC7123095,32288303
PMC7123092,0
PMC7123089,0
PMC7123088,0
PMC7123086,25399090
PMC7123084,0
PMC7123080,0
PMC7123079,0
PMC7123071,0
PMC7123070,0
PMC7123069,31883092
PMC7123062,0
PMC7123060,0
PMC7123056,0
PMC7123053,0
PMC7123052,0
PMC7123044,0
PMC7123043,0
PMC7123041,0
PMC7123039,0
PMC7123038,0
PMC7123035,0
PMC7123033,0
PMC7123030,18365664
PMC7123024,0
PMC7123023,17037538
PMC7123017,0
PMC7123016,17037579
PMC7123012,0
PMC7123011,0
PMC7123010,17037566
PMC7123008,0
PMC7123006,0
PMC7123004,0
PMC7123000,0
PMC7122999,0
PMC7122993,22437821
PMC7122989,0
PMC7122988,0
PMC7122987,0
PMC7122986,0
PMC7122982,31883090
PMC7122978,0
PMC7122977,0
PMC7122975,31201622
PMC7122973,0
PMC7122970,0
PMC7122964,0
PMC7122950,0
PMC7122947,0
PMC7122946,0
PMC7122943,0
PMC7122938,0
PMC7122936,0
PMC7122935,0
PMC7122934,18269193
PMC7122929,0
PMC7122925,0
PMC7122924,0
PMC7122923,0
PMC7122919,0
PMC7122916,17037588
PMC7122913,31317494
PMC7122909,0
PMC7122907,0
PMC7122905,0
PMC7122904,0
PMC7122902,0
PMC7122900,25720476
PMC7122896,17037604
PMC7122891,0
PMC7122886,0
PMC7122884,0
PMC7122880,28299686
PMC7122878,0
PMC7122877,0
PMC7122875,25319655
PMC7122872,0
PMC7122870,0
PMC7122860,0
PMC7122859,0
PMC7122857,0
PMC7122855,0
PMC7122854,0
PMC7122852,0
PMC7122848,20919648
PMC7122847,0
PMC7122846,20204752
PMC7122845,0
PMC7122843,0
PMC7122840,0
PMC7122836,0
PMC7122834,0
PMC7122829,0
PMC7122824,0
PMC7122813,17037503
PMC7122805,0
PMC7122804,17037577
PMC7122801,0
PMC7122788,18825340
PMC7122777,0
PMC7122775,19521878
PMC7122758,0
PMC7122756,0
PMC7122755,0
PMC7122754,0
PMC7122753,0
PMC7122746,18369963
PMC7122743,28674944
PMC7122742,0
PMC7122735,25048133
PMC7122729,0
PMC7122728,0
PMC7122726,0
PMC7122724,0
PMC7122723,0
PMC7122717,0
PMC7122712,0
PMC7122711,0
PMC7122710,0
PMC7122703,0
PMC7122699,0
PMC7122698,0
PMC7122695,0
PMC7122688,0
PMC7122683,16761720
PMC7122675,0
PMC7122674,0
PMC7122672,0
PMC7122671,0
PMC7122670,0
PMC7122668,0
PMC7122667,0
PMC7122662,0
PMC7122661,0
PMC7122657,0
PMC7122655,0
PMC7122649,0
PMC7122642,19065810
PMC7122641,0
PMC7122640,0
PMC7122636,0
PMC7122635,0
PMC7122633,0
PMC7122631,0
PMC7122629,0
PMC7122628,0
PMC7122626,0
PMC7122625,0
PMC7122624,0
PMC7122623,0
PMC7122620,0
PMC7122617,0
PMC7122614,0
PMC7122613,0
PMC7122612,0
PMC7122611,19057868
PMC7122610,0
PMC7122607,0
PMC7122606,16156097
PMC7122603,0
PMC7122599,0
PMC7122596,25720468
PMC7122593,0
PMC7122592,0
PMC7122591,0
PMC7122590,0
PMC7122576,17048707
PMC7122569,0
PMC7122567,29785478
PMC7122566,0
PMC7122563,0
PMC7122561,0
PMC7122553,0
PMC7122551,0
PMC7122548,0
PMC7122547,0
PMC7122543,0
PMC7122539,0
PMC7122530,0
PMC7122529,0
PMC7122527,0
PMC7122525,0
PMC7122524,0
PMC7122521,0
PMC7122518,0
PMC7122517,0
PMC7122515,0
PMC7122514,0
PMC7122513,19401819
PMC7122509,0
PMC7122508,0
PMC7122504,0
PMC7122503,0
PMC7122498,0
PMC7122495,0
PMC7122494,0
PMC7122492,0
PMC7122491,0
PMC7122489,15609514
PMC7122476,0
PMC7122474,0
PMC7122468,0
PMC7122464,0
PMC7122463,0
PMC7122462,0
PMC7122449,0
PMC7122446,0
PMC7122438,0
PMC7122436,0
PMC7122431,0
PMC7122430,0
PMC7122429,0
PMC7122426,0
PMC7122418,0
PMC7122417,0
PMC7122416,0
PMC7122415,0
PMC7122413,0
PMC7122411,0
PMC7122408,0
PMC7122405,0
PMC7122398,26472215
PMC7122397,0
PMC7122392,0
PMC7122391,19565923
PMC7122375,26330256
PMC7122373,0
PMC7122362,14657577
PMC7122361,0
PMC7122360,19057881
PMC7122357,0
PMC7122356,0
PMC7122355,0
PMC7122348,0
PMC7122346,0
PMC7122345,0
PMC7122344,28181195
PMC7122342,0
PMC7122337,0
PMC7122336,0
PMC7122334,0
PMC7122333,21116808
PMC7122332,0
PMC7122330,0
PMC7122329,0
PMC7122327,0
PMC7122325,0
PMC7122321,0
PMC7122320,0
PMC7122318,0
PMC7122317,0
PMC7122313,0
PMC7122312,0
PMC7122309,27235165
PMC7122308,0
PMC7122305,0
PMC7122304,0
PMC7122303,0
PMC7122295,0
PMC7122289,0
PMC7122288,17848058
PMC7122284,0
PMC7122279,0
PMC7122274,0
PMC7122272,12094566
PMC7122249,0
PMC7122247,0
PMC7122246,0
PMC7122244,0
PMC7122239,0
PMC7122238,0
PMC7122235,0
PMC7122233,0
PMC7122227,0
PMC7122219,0
PMC7122215,0
PMC7122214,0
PMC7122213,31883095
PMC7122211,0
PMC7122208,0
PMC7122204,0
PMC7122199,19057866
PMC7122198,0
PMC7122197,0
PMC7122192,25399103
PMC7122189,0
PMC7122186,0
PMC7122183,0
PMC7122179,0
PMC7122177,0
PMC7122176,0
PMC7122175,0
PMC7122173,25749978
PMC7122171,0
PMC7122166,0
PMC7122165,25616333
PMC7122159,0
PMC7122153,0
PMC7122152,0
PMC7122151,0
PMC7122148,0
PMC7122147,0
PMC7122145,0
PMC7122143,0
PMC7122141,0
PMC7122138,0
PMC7122130,0
PMC7122128,0
PMC7122125,0
PMC7122110,23737061
PMC7122084,25720488
PMC7122028,12824631
PMC7121999,25253246
PMC7121991,25786402
PMC7121973,15609509
PMC7121948,31883085
PMC7121916,22038411
PMC7121910,17848064
PMC7121890,22763857
PMC7121888,31883091
PMC7121886,28374248
PMC7121836,22610134
PMC7121825,25720483
PMC7121815,17990793
PMC7121812,28197923
PMC7121806,23329451
PMC7121774,24233788
PMC7121760,11218667
PMC7121751,31989546
PMC7121742,29845540
PMC7121733,16570854
PMC7121709,19057862
PMC7121680,31883096
PMC7121675,28281252
PMC7121669,19089341
PMC7121646,23460115
PMC7121641,24947386
PMC7121629,22820705
PMC7121613,17848059
PMC7121612,24619619
PMC7121611,28101873
PMC7121610,31127360
PMC7121589,23563502
PMC7121575,24706226
PMC7121569,27076124
PMC7121562,16007741
PMC7121553,26499340
PMC7121524,16916263
PMC7121523,32152948
PMC7121513,19768600
PMC7121493,24728596
PMC7121483,19057861
PMC7121471,25720479
PMC7121450,19768417
PMC7121396,19378011
PMC7121384,27722960
PMC7121376,19057873
PMC7121335,19949934
PMC7121329,30788814
PMC7121324,25720469
PMC7121319,23996253
PMC7121288,23737062
PMC7121285,21400278
PMC7121277,29845533
PMC7121268,17951790
PMC7121234,25720482
PMC7121196,30128994
PMC7121194,16355865
PMC7121186,21594785
PMC7121174,28039664
PMC7121163,32162250
PMC7121159,23239233
PMC7121145,25001209
PMC7121130,21560049
PMC7121107,19057870
PMC7121091,25252894
PMC7121088,18630759
PMC7121079,29549641
PMC7121065,22976347
PMC7121061,28116710
PMC7121056,17484128
PMC7121045,24362701
PMC7121026,16916262
PMC7121018,15609508
PMC7121011,25720485
PMC7120991,19057865
PMC7120973,19203110
PMC7120947,29047084
PMC7120942,21506007
PMC7120940,28508214
PMC7120931,26677177
PMC7120923,31399967
PMC7120908,16350957
PMC7120902,27464686
PMC7120875,23748923
PMC7120874,18220240
PMC7120860,21431695
PMC7120753,16989262
PMC7120752,19057867
PMC7120724,17969454
PMC7120715,19048198
PMC7120701,32152944
PMC7120696,18369962
PMC7120695,21116814
PMC7120680,29934904
PMC7120677,30539447
PMC7120659,28004307
PMC7120655,17447419
PMC7120641,16130230
PMC7120584,28508219
PMC7120570,25116099
PMC7120566,25015787
PMC7120522,28233175
PMC7120518,25735922
PMC7120510,17969450
PMC7120483,25387968
PMC7120478,19378126
PMC7120472,31452167
PMC7120446,15609507
PMC7120436,21431677
PMC7120432,29549637
PMC7120429,26847357
PMC7120413,19301655
PMC7120407,18219820
PMC7120397,19057874
PMC7120355,23065094
PMC7120273,16594614
PMC7120253,15609503
PMC7120234,19057863
PMC7120206,27334731
PMC7120182,25381557
PMC7120160,20700838
PMC7120137,22266673
PMC7120135,27933545
PMC7120132,22476556
PMC7120128,31832902
PMC7120121,16568903
PMC7120114,22836647
PMC7120101,18020305
PMC7120088,17848070
PMC7120076,28601946
PMC7120050,19057877
PMC7120032,24357360
PMC7120019,16671397
PMC7120008,22130999
PMC7120005,20978958
PMC7119986,26987329
PMC7119956,30151594
PMC7119934,18604941
PMC7119925,24706220
PMC7119910,19048203
PMC7119908,28255914
PMC7122838,32288508
PMC7122820,32288507
PMC7120561,32288603
PMC7120045,0
PMC7118704,32246209
PMC7118702,32246356
PMC7118363,32346679
PMC7118308,32246403
PMC7118209,32246280
PMC7117947,32241301
PMC7117836,32288734
PMC7117835,32288736
PMC7117833,32288733
PMC7117831,32288737
PMC7117829,32288728
PMC7117828,32288738
PMC7117824,0
PMC7117821,0
PMC7117818,32288731
PMC7117815,32288729
PMC7117807,32288742
PMC7117806,0
PMC7117645,0
PMC7117554,32242095
PMC7115351,32242128
PMC7115349,32292290
PMC7115033,0
PMC7115029,0
PMC7115028,0
PMC7115027,0
PMC7115024,0
PMC7115022,0
PMC7115017,0
PMC7115015,0
PMC7115012,26458826
PMC7115010,0
PMC7115009,0
PMC7115007,0
PMC7115003,0
PMC7115002,0
PMC7115001,0
PMC7115000,19768410
PMC7114999,0
PMC7114994,19048202
PMC7114990,0
PMC7114989,0
PMC7114988,23884587
PMC7114986,0
PMC7114985,0
PMC7114975,0
PMC7114974,0
PMC7114972,0
PMC7114969,0
PMC7114953,32292687
PMC7114950,32242087
PMC7113912,32242089
PMC7113541,32240484
PMC7113380,32292527
PMC7113379,32242202
PMC7112750,32238177
PMC7111949,32287713
PMC7111911,32287551
PMC7111906,32287554
PMC7111796,32288718
PMC7111790,32288717
PMC7111779,32288755
PMC7111767,32288756
PMC7111728,32288313
PMC7111714,32288861
PMC7111606,32288428
PMC7111555,32289104
PMC7111554,32289102
PMC7111552,32288796
PMC7111545,32288754
PMC7111542,32288397
PMC7111541,32288423
PMC7111536,32288947
PMC7111878,32288281
PMC7111876,32288282
PMC7111815,32288719
PMC7111588,32239278
PMC7111296,32239256
PMC7110985,32239416
PMC7110520,32288283
PMC7110433,32292213
PMC7110294,32287366
PMC7110289,32236683
PMC7110288,32292245
PMC7110271,32236856
PMC7110269,32292883
PMC7110266,32239445
PMC7110264,32425005
PMC7110262,32234064
PMC7110260,32287363
PMC7103299,18937027
PMC7103273,23700272
PMC7103270,19169629
PMC7103267,25344390
PMC7103263,0
PMC7103262,0
PMC7103259,22696014
PMC7103256,20532731
PMC7103252,27873044
PMC7103247,31364011
PMC7103239,19898904
PMC7103236,19424875
PMC7103228,17297581
PMC7103226,0
PMC7103224,31745759
PMC7103198,26324529
PMC7103197,2320401
PMC7103195,26324580
PMC7103192,32288767
PMC7103187,0
PMC7103186,0
PMC7103183,29679148
PMC7103182,27553392
PMC7103175,26324551
PMC7103171,19771440
PMC7103164,0
PMC7103163,26327651
PMC7103162,26324579
PMC7103161,0
PMC7103158,26324530
PMC7103156,18322741
PMC7103155,32287637
PMC7103154,29051965
PMC7103151,26324552
PMC7103149,32287632
PMC7103148,24037483
PMC7103147,31440833
PMC7103145,16220311
PMC7103144,12611059
PMC7103140,19288110
PMC7103139,19015826
PMC7103113,27650181
PMC7103111,0
PMC7103110,26334180
PMC7103108,28828739
PMC7103106,32287961
PMC7103105,0
PMC7103103,21046382
PMC7103102,0
PMC7103097,32222956
PMC7103096,0
PMC7103095,20848101
PMC7103094,28894880
PMC7103092,20820780
PMC7102514,19693632
PMC7102512,25647585
PMC7102511,16721599
PMC7102491,32289033
PMC7102470,2895543
PMC7102464,32288985
PMC7102396,32288934
PMC7102391,23846365
PMC7102389,31495905
PMC7102387,8065841
PMC7102386,19998004
PMC7102384,19184381
PMC7102382,10565566
PMC7102379,19079199
PMC7102376,28801798
PMC7102375,22740188
PMC7102371,8950558
PMC7102367,32288286
PMC7102366,14631114
PMC7102362,22930407
PMC7102356,14720074
PMC7102354,0
PMC7102349,27837398
PMC7102346,23315179
PMC7102341,20960237
PMC7102338,0
PMC7102336,24950786
PMC7102328,17186350
PMC7102327,32288849
PMC7102326,22539250
PMC7102325,32189277
PMC7102324,21191657
PMC7102321,14716070
PMC7102320,0
PMC7102317,7700722
PMC7102315,22237473
PMC7102314,29933208
PMC7102312,22038110
PMC7102311,23128913
PMC7102303,15778507
PMC7102302,24122030
PMC7102300,0
PMC7102296,32287626
PMC7102295,0
PMC7102291,25616905
PMC7102287,14980044
PMC7102286,28255960
PMC7102284,9322356
PMC7102283,32288713
PMC7102282,8319721
PMC7102279,32288697
PMC7102276,32287638
PMC7102267,30911987
PMC7102265,7957360
PMC7102264,32287642
PMC7102263,32288710
PMC7102261,0
PMC7102257,31853810
PMC7102249,26486799
PMC7102244,11950900
PMC7102243,25209142
PMC7102242,9338148
PMC7102240,27743148
PMC7102239,26879741
PMC7102236,17853088
PMC7102234,32288851
PMC7102233,1612097
PMC7102232,18330604
PMC7102231,21225362
PMC7102230,11470003
PMC7102225,17142888
PMC7102221,22797879
PMC7102215,0
PMC7102214,26201928
PMC7102210,1644112
PMC7102208,17151787
PMC7102206,30101402
PMC7102203,11491050
PMC7102200,28197811
PMC7102198,1200844
PMC7102193,10513265
PMC7102189,23151859
PMC7102186,1723365
PMC7102183,15197407
PMC7102177,30306260
PMC7102175,21191793
PMC7102171,10482030
PMC7102170,16258873
PMC7102163,30013135
PMC7102153,14163401
PMC7102152,32287332
PMC7102148,0
PMC7102143,10829965
PMC7102132,31297719
PMC7102131,32288288
PMC7102128,8605896
PMC7102127,10590031
PMC7102126,29019017
PMC7102124,8491514
PMC7102122,27476541
PMC7102121,20628904
PMC7102114,32289122
PMC7102106,32288972
PMC7102104,0
PMC7102101,32287645
PMC7102098,9106172
PMC7102095,32287634
PMC7102094,9451935
PMC7102093,9257890
PMC7102085,24599747
PMC7102073,11003416
PMC7102071,16032452
PMC7102070,0
PMC7102063,0
PMC7102057,1723362
PMC7102056,11455496
PMC7102055,21792558
PMC7102053,31302878
PMC7102050,29907905
PMC7102049,0
PMC7102045,17934814
PMC7102044,9330246
PMC7102040,25868590
PMC7102039,18846320
PMC7102038,0
PMC7102037,31637580
PMC7102035,10087106
PMC7102030,25934375
PMC7102029,21861069
PMC7102018,32288709
PMC7102016,18810353
PMC7102015,12673413
PMC7102012,30465191
PMC7102009,19082716
PMC7102007,25471683
PMC7102002,21617935
PMC7101999,29947980
PMC7101996,28188499
PMC7101993,28321785
PMC7101988,12848278
PMC7101985,8723555
PMC7101983,7588985
PMC7101977,17401707
PMC7101972,26201472
PMC7101968,10602431
PMC7101960,12827398
PMC7101959,15736910
PMC7101958,0
PMC7101956,28500507
PMC7101954,23842427
PMC7101953,28434081
PMC7101946,11280857
PMC7101945,0
PMC7101944,0
PMC7101943,16230774
PMC7101942,12010077
PMC7101938,23628899
PMC7101932,0
PMC7101931,22661221
PMC7101926,27783264
PMC7101924,30171461
PMC7101920,17254506
PMC7101913,15628735
PMC7101912,0
PMC7101910,28573359
PMC7101908,26455910
PMC7101904,24346817
PMC7101903,23990137
PMC7101902,22286408
PMC7101900,32288842
PMC7101899,31485728
PMC7101898,32221514
PMC7101897,22207346
PMC7101893,32287640
PMC7101891,11227979
PMC7101889,31933239
PMC7101888,6249243
PMC7101887,32288716
PMC7101881,0
PMC7101879,32288984
PMC7101876,17885763
PMC7101875,32222911
PMC7101873,32287633
PMC7101872,11261324
PMC7101871,25808596
PMC7101863,11035367
PMC7101858,0
PMC7101857,5355578
PMC7101856,23674167
PMC7101851,24170307
PMC7101849,28639164
PMC7101844,19452207
PMC7101838,18030505
PMC7101836,7676100
PMC7101835,0
PMC7101834,26494364
PMC7101831,0
PMC7101830,8100451
PMC7101827,18810582
PMC7101823,12728376
PMC7101821,31925571
PMC7101816,19590986
PMC7101814,10517323
PMC7101813,21308531
PMC7101812,0
PMC7101810,17090900
PMC7101809,0
PMC7101806,32288636
PMC7101799,26520649
PMC7101797,20740341
PMC7101794,17334730
PMC7101790,18711352
PMC7101788,0
PMC7101786,32288513
PMC7101774,0
PMC7101772,8832528
PMC7101766,11534533
PMC7101764,23224680
PMC7101763,32288199
PMC7101762,21748316
PMC7101760,24068614
PMC7101757,26099604
PMC7101756,24604330
PMC7101753,32288712
PMC7101752,8725256
PMC7101751,24898108
PMC7101750,20082096
PMC7101747,8187783
PMC7101744,32288292
PMC7101742,17031690
PMC7101738,12794017
PMC7101735,7144383
PMC7101731,0
PMC7101729,19373527
PMC7101727,28551769
PMC7101724,29243040
PMC7101723,0
PMC7101720,19703990
PMC7101719,12835106
PMC7101717,32287629
PMC7101714,23771660
PMC7101713,0
PMC7101709,27412778
PMC7101707,10823618
PMC7101706,25149089
PMC7101703,0
PMC7101701,20508938
PMC7101698,21533963
PMC7101697,0
PMC7101691,9108184
PMC7101689,29616405
PMC7101687,22012138
PMC7101685,11466573
PMC7101684,26821544
PMC7101682,27387428
PMC7101678,32287641
PMC7101675,0
PMC7101674,17990103
PMC7101667,24752370
PMC7101666,20428968
PMC7101665,21318739
PMC7101663,32189286
PMC7101662,32288635
PMC7101661,12162102
PMC7101659,0
PMC7101653,0
PMC7101648,26361772
PMC7101646,21174141
PMC7101640,27033524
PMC7101638,27155976
PMC7101637,32287644
PMC7101636,30145617
PMC7101633,9648056
PMC7101632,21465083
PMC7101631,22068273
PMC7101630,24510731
PMC7101621,22821284
PMC7101619,23196653
PMC7101617,30353485
PMC7101613,14661098
PMC7101612,11403204
PMC7101611,19936809
PMC7101604,18245943
PMC7101603,23385857
PMC7101601,32206929
PMC7101595,22526871
PMC7101593,32146606
PMC7101591,32288650
PMC7101588,29464621
PMC7101587,0
PMC7101586,17525857
PMC7101584,19208973
PMC7101578,0
PMC7101573,8804409
PMC7101572,29273833
PMC7101566,0
PMC7101565,3322782
PMC7101561,20198406
PMC7101559,16544185
PMC7101558,32287514
PMC7101556,12373494
PMC7101554,21500869
PMC7101553,25732200
PMC7101551,32288938
PMC7101545,19442324
PMC7101543,9021108
PMC7101539,12608531
PMC7101538,2292101
PMC7101537,16456642
PMC7101534,20012881
PMC7101531,19151783
PMC7101527,22886197
PMC7101526,2574513
PMC7100942,1723372
PMC7107007,32236694
PMC7105968,32236815
PMC7105967,32232648
PMC7105963,32232675
PMC7105960,32236854
PMC7105959,32232520
PMC7104712,32228581
PMC7104710,32232685
PMC7104615,32288860
PMC7104610,32288745
PMC7104609,32288746
PMC7104608,32288935
PMC7104607,32288707
PMC7104606,32288708
PMC7104604,32288978
PMC7104599,32288761
PMC7104597,32288410
PMC7104596,32288409
PMC7104571,32288848
PMC7104570,17674509
PMC7104568,17600912
PMC7104565,32288275
PMC7104563,32288401
PMC7104562,32288400
PMC7104560,16374922
PMC7104559,32288398
PMC7104553,32139853
PMC7104552,0
PMC7104551,0
PMC7104550,0
PMC7104546,0
PMC7104471,0
PMC7104469,18719597
PMC7104467,24509571
PMC7104466,32139843
PMC7104463,19057604
PMC7104461,0
PMC7104459,0
PMC7104458,0
PMC7104457,0
PMC7104454,0
PMC7104449,0
PMC7104448,32030671
PMC7104445,18446178
PMC7104444,23427197
PMC7104442,0
PMC7104441,0
PMC7104440,24509660
PMC7104439,0
PMC7104436,32139827
PMC7104434,0
PMC7104433,0
PMC7104431,18724279
PMC7104425,0
PMC7104423,32287615
PMC7104422,32232652
PMC7104419,32231328
PMC7104418,32287609
PMC7104414,32287613
PMC7104410,32287611
PMC7104393,32288469
PMC7104391,32288843
PMC7104389,32288844
PMC7104134,32288467
PMC7104129,32288468
PMC7104019,29224053
PMC7103909,32292216
PMC7103908,0
PMC7103905,32289035
PMC7103900,32232552
PMC7103898,0
PMC7103895,31823192
PMC7103894,32232773
PMC7103893,32227274
PMC7103249,32287508
PMC7103099,32222804
PMC7101842,0
PMC7101597,32221852
PMC7100866,32226329
PMC7100848,32226447
PMC7100840,10641217
PMC7100823,32226724
PMC7100819,28965331
PMC7100810,0
PMC7100809,16740004
PMC7100808,32226659
PMC7100800,23821486
PMC7100798,8225632
PMC7100795,206515
PMC7100773,16573347
PMC7100761,32226324
PMC7100752,28905112
PMC7100749,32226733
PMC7100744,8740107
PMC7100739,1549183
PMC7100727,8479548
PMC7100726,2050419
PMC7100700,15357629
PMC7100699,7390621
PMC7100696,32226453
PMC7100693,0
PMC7100691,2079000
PMC7100689,15892589
PMC7100688,20568833
PMC7100679,0
PMC7100670,3215686
PMC7100664,32226325
PMC7100657,24091885
PMC7100655,15700120
PMC7100653,15693146
PMC7100652,6468422
PMC7100651,0
PMC7100650,26310921
PMC7100649,0
PMC7100648,32226232
PMC7100647,18273661
PMC7100645,8183379
PMC7100644,1749681
PMC7100639,12774767
PMC7100638,3821944
PMC7100636,7988617
PMC7100635,32226326
PMC7100576,28324594
PMC7100567,32226272
PMC7100564,32221883
PMC7100561,32189288
PMC7100557,32226718
PMC7100556,26507138
PMC7100545,19129753
PMC7100519,18345032
PMC7100514,12836636
PMC7100510,32219717
PMC7100504,0
PMC7100501,24925476
PMC7100493,32221416
PMC7100490,32226591
PMC7100489,32284618
PMC7100484,32215760
PMC7100481,17600390
PMC7100469,32226556
PMC7100463,32221882
PMC7100462,32284619
PMC7100450,32221904
PMC7100448,32226105
PMC7100444,32219626
PMC7100442,32220236
PMC7100437,32226720
PMC7100436,25925087
PMC7100432,32219599
PMC7100428,25811387
PMC7100411,0
PMC7100410,32221725
PMC7100406,32226261
PMC7100403,32226469
PMC7100402,32226725
PMC7100396,32226104
PMC7100395,32221693
PMC7100393,32215807
PMC7100347,11993085
PMC7100346,32226202
PMC7100328,32226641
PMC7100320,17072332
PMC7100317,25568964
PMC7100313,32226468
PMC7100306,31230309
PMC7100292,30798473
PMC7100287,9179525
PMC7100276,32226264
PMC7100270,19079188
PMC7100269,32226660
PMC7100258,20038944
PMC7100257,15906882
PMC7100248,22048060
PMC7100244,32226655
PMC7100243,30723275
PMC7100239,30886258
PMC7100238,0
PMC7100226,17122787
PMC7100195,17363931
PMC7100188,32226191
PMC7100186,17632542
PMC7100176,19894777
PMC7100164,32226716
PMC7100162,31308484
PMC7100157,0
PMC7100152,32226315
PMC7100137,32226471
PMC7100129,15057574
PMC7100122,25034748
PMC7100118,31576484
PMC7100110,23715668
PMC7100104,17906911
PMC7100097,20458552
PMC7100093,0
PMC7100091,0
PMC7100090,30254254
PMC7100089,17263586
PMC7100085,32226323
PMC7100084,30132249
PMC7100083,32226186
PMC7100078,32226465
PMC7100077,15012170
PMC7100076,32226271
PMC7100075,20811962
PMC7100074,21099448
PMC7100073,23341221
PMC7100072,31359146
PMC7100071,25904542
PMC7100069,0
